"","contig","length"
"36366","TC1_40:bin_000073@contig_00005102",6237
"36367","TC1_40:bin_000073@contig_00005389",14092
"36368","TC1_40:bin_000073@contig_00005395",5036
"36369","TC1_40:bin_000073@contig_00005715",5559
"36370","TC1_40:bin_000073@contig_00005829",13485
"36371","TC1_40:bin_000073@contig_00005976",5472
"36372","TC1_40:bin_000073@contig_00006077",8460
"36373","TC1_40:bin_000073@contig_00006148",8684
"36374","TC1_40:bin_000073@contig_00006226",2363
"36375","TC1_40:bin_000073@contig_00006354",12165
"36376","TC1_40:bin_000073@contig_00006419",2958
"36377","TC1_40:bin_000073@contig_00006537",22849
"36378","TC1_40:bin_000073@contig_00006722",18135
"36379","TC1_40:bin_000073@contig_00006795",2644
"36380","TC1_40:bin_000073@contig_00006821",7971
"36381","TC1_40:bin_000073@contig_00006895",23410
"36382","TC1_40:bin_000073@contig_00007594",3089
"36383","TC1_40:bin_000073@contig_00007607",3848
"36384","TC1_40:bin_000073@contig_00007654",1991
"36385","TC1_40:bin_000073@contig_00007888",11637
"36386","TC1_40:bin_000073@contig_00007970",4589
"36387","TC1_40:bin_000073@contig_00008315",4825
"36388","TC1_40:bin_000073@contig_00008438",6469
"36389","TC1_40:bin_000073@contig_00008439",8724
"36390","TC1_40:bin_000073@contig_00008440",1924
"36391","TC1_40:bin_000073@contig_00009098",3042
"36392","TC1_40:bin_000073@contig_00009441",3683
"36393","TC1_40:bin_000073@contig_00009494",5101
"36394","TC1_40:bin_000073@contig_00010792",3151
"36395","TC1_40:bin_000073@contig_00011068",3339
"36396","TC1_40:bin_000073@contig_00011094",4137
"36397","TC1_40:bin_000073@contig_00011420",14103
"36398","TC1_40:bin_000073@contig_00011865",14886
"36399","TC1_40:bin_000073@contig_00011971",4325
"36400","TC1_40:bin_000073@contig_00012252",2099
"36401","TC1_40:bin_000073@contig_00012541",19073
"36402","TC1_40:bin_000073@contig_00012636",10128
"36403","TC1_40:bin_000073@contig_00012795",11252
"36404","TC1_40:bin_000073@contig_00013031",33547
"36405","TC1_40:bin_000073@contig_00013459",10335
"36406","TC1_40:bin_000073@contig_00013493",3573
"36407","TC1_40:bin_000073@contig_00013556",71358
"36408","TC1_40:bin_000073@contig_00013788",3757
"36409","TC1_40:bin_000073@contig_00014255",14909
"36410","TC1_40:bin_000073@contig_00014741",4171
"36411","TC1_40:bin_000073@contig_00015036",8456
"36412","TC1_40:bin_000073@contig_00015049",16505
"36413","TC1_40:bin_000073@contig_00015274",8469
"36414","TC1_40:bin_000073@contig_00015393",1670
"36415","TC1_40:bin_000073@contig_00015565",3345
"36416","TC1_40:bin_000073@contig_00015800",1632
"36417","TC1_40:bin_000073@contig_00016362",4159
"36418","TC1_40:bin_000073@contig_00017155",20960
"36419","TC1_40:bin_000073@contig_00017430",2663
"36420","TC1_40:bin_000073@contig_00017472",3800
"36421","TC1_40:bin_000073@contig_00017619",3803
"36422","TC1_40:bin_000073@contig_00017785",2445
"36423","TC1_40:bin_000073@contig_00018127",11766
"36424","TC1_40:bin_000073@contig_00018441",2625
"36425","TC1_40:bin_000073@contig_00018740",7255
"36426","TC1_40:bin_000073@contig_00018840",1991
"36427","TC1_40:bin_000073@contig_00019203",3046
"36428","TC1_40:bin_000073@contig_00019382",15440
"36429","TC1_40:bin_000073@contig_00019427",5131
"36430","TC1_40:bin_000073@contig_00019628",2536
"36431","TC1_40:bin_000073@contig_00019663",28807
"36432","TC1_40:bin_000073@contig_00019759",1605
"36433","TC1_40:bin_000073@contig_00019958",13531
"36434","TC1_40:bin_000073@contig_00020010",5050
"36435","TC1_40:bin_000073@contig_00020032",3773
"36436","TC1_40:bin_000073@contig_00020229",3476
"36437","TC1_40:bin_000073@contig_00020558",2109
"36438","TC1_40:bin_000073@contig_00020627",2934
"36439","TC1_40:bin_000073@contig_00020669",8134
"36440","TC1_40:bin_000073@contig_00020899",64175
"36441","TC1_40:bin_000073@contig_00021284",10748
"36442","TC1_40:bin_000073@contig_00021422",9976
"36443","TC1_40:bin_000073@contig_00021501",5108
"36444","TC1_40:bin_000073@contig_00021650",2335
"36445","TC1_40:bin_000073@contig_00022112",10789
"36446","TC1_40:bin_000073@contig_00022449",2384
"36447","TC1_40:bin_000073@contig_00023319",14608
"36448","TC1_40:bin_000073@contig_00023602",3416
"36449","TC1_40:bin_000073@contig_00023713",2655
"36450","TC1_40:bin_000073@contig_00023722",2305
"36451","TC1_40:bin_000073@contig_00023810",7518
"36452","TC1_40:bin_000073@contig_00024036",2816
"36453","TC1_40:bin_000073@contig_00024118",3574
"36454","TC1_40:bin_000073@contig_00024210",4618
"36455","TC1_40:bin_000073@contig_00024533",5011
"36456","TC1_40:bin_000073@contig_00024772",5312
"36457","TC1_40:bin_000073@contig_00024774",9938
"36458","TC1_40:bin_000073@contig_00025150",7698
"36459","TC1_40:bin_000073@contig_00025510",2476
"36460","TC1_40:bin_000073@contig_00026038",5804
"36461","TC1_40:bin_000073@contig_00026089",17609
"36462","TC1_40:bin_000073@contig_00026147",9776
"36463","TC1_40:bin_000073@contig_00026166",8711
"36464","TC1_40:bin_000073@contig_00026601",4994
"36465","TC1_40:bin_000073@contig_00026797",3679
"36466","TC1_40:bin_000073@contig_00026818",18986
"36467","TC1_40:bin_000073@contig_00026929",73887
"36468","TC1_40:bin_000073@contig_00027095",21603
"36469","TC1_40:bin_000073@contig_00027811",6790
"36470","TC1_40:bin_000073@contig_00027881",2772
"36471","TC1_40:bin_000073@contig_00028068",6934
"36472","TC1_40:bin_000073@contig_00028202",2109
"36473","TC1_40:bin_000073@contig_00028205",8819
"36474","TC1_40:bin_000073@contig_00028660",6494
"36475","TC1_40:bin_000073@contig_00028838",3633
"36476","TC1_40:bin_000073@contig_00029403",1983
"36477","TC1_40:bin_000073@contig_00029662",6775
"36478","TC1_40:bin_000073@contig_00029675",32116
"36479","TC1_40:bin_000073@contig_00029777",8045
"36480","TC1_40:bin_000073@contig_00029978",2383
"36481","TC1_40:bin_000073@contig_00030238",2591
"36482","TC1_40:bin_000073@contig_00031707",4564
"36483","TC1_40:bin_000073@contig_00032502",3390
"36484","TC1_40:bin_000073@contig_00032647",18564
"36485","TC1_40:bin_000073@contig_00032876",4042
"36486","TC1_40:bin_000073@contig_00032908",16586
"36487","TC1_40:bin_000073@contig_00033621",27422
"36488","TC1_40:bin_000073@contig_00033845",21534
"36489","TC1_40:bin_000073@contig_00034008",5948
"36490","TC1_40:bin_000073@contig_00034134",3840
"36491","TC1_40:bin_000073@contig_00034184",2327
"36492","TC1_40:bin_000073@contig_00034328",48191
"36493","TC1_40:bin_000073@contig_00034354",3716
"36494","TC1_40:bin_000073@contig_00034509",3485
"36495","TC1_40:bin_000073@contig_00034712",1825
"36496","TC1_40:bin_000073@contig_00035311",2642
"36497","TC1_40:bin_000073@contig_00035394",6813
"36498","TC1_40:bin_000073@contig_00035587",43787
"36499","TC1_40:bin_000073@contig_00035778",38527
"36500","TC1_40:bin_000073@contig_00036098",5542
"36501","TC1_40:bin_000073@contig_00036237",8234
"36502","TC1_40:bin_000073@contig_00036302",9907
"36503","TC1_40:bin_000073@contig_00036475",3169
"36504","TC1_40:bin_000073@contig_00037011",1899
"36505","TC1_40:bin_000073@contig_00037570",7611
"36506","TC1_40:bin_000073@contig_00037622",47677
"36507","TC1_40:bin_000073@contig_00037926",10013
"36508","TC1_40:bin_000073@contig_00038251",2640
"36509","TC1_40:bin_000073@contig_00038424",10625
"36510","TC1_40:bin_000073@contig_00038453",13778
"36511","TC1_40:bin_000073@contig_00038494",29807
"36512","TC1_40:bin_000073@contig_00038533",9099
"36513","TC1_40:bin_000073@contig_00038592",7077
"36514","TC1_40:bin_000073@contig_00038661",1862
"36515","TC1_40:bin_000073@contig_00038687",12588
"36516","TC1_40:bin_000073@contig_00039012",6097
"36517","TC1_40:bin_000073@contig_00039151",2546
"36518","TC1_40:bin_000073@contig_00039195",11961
"36519","TC1_40:bin_000073@contig_00039242",1950
"36520","TC1_40:bin_000073@contig_00039386",14771
"36521","TC1_40:bin_000073@contig_00039474",29078
"36522","TC1_40:bin_000073@contig_00039681",1927
"36523","TC1_40:bin_000073@contig_00040049",40453
"36524","TC1_40:bin_000073@contig_00040511",1831
"36525","TC1_40:bin_000073@contig_00040603",5339
"36526","TC1_40:bin_000073@contig_00040733",4185
"36527","TC1_40:bin_000073@contig_00040737",3962
"36528","TC1_40:bin_000073@contig_00040875",7030
"36529","TC1_40:bin_000073@contig_00040887",2781
"36530","TC1_40:bin_000073@contig_00041229",5050
"36531","TC1_40:bin_000073@contig_00041486",5958
"36532","TC1_40:bin_000073@contig_00041801",2255
"36533","TC1_40:bin_000073@contig_00042294",2644
"36534","TC1_40:bin_000073@contig_00042445",11220
"36535","TC1_40:bin_000073@contig_00042885",10392
"36536","TC1_40:bin_000073@contig_00042894",3385
"36537","TC1_40:bin_000073@contig_00043098",7823
"36538","TC1_40:bin_000073@contig_00043339",1955
"36539","TC1_40:bin_000073@contig_00043493",3253
"36540","TC1_40:bin_000073@contig_00043628",1614
"36541","TC1_40:bin_000073@contig_00043730",8213
"36542","TC1_40:bin_000073@contig_00043876",9847
"36543","TC1_40:bin_000073@contig_00043888",23971
"36544","TC1_40:bin_000073@contig_00043942",4289
"36545","TC1_40:bin_000073@contig_00044052",2508
"36546","TC1_40:bin_000073@contig_00044109",52599
"36547","TC1_40:bin_000073@contig_00044178",4056
"36548","TC1_40:bin_000073@contig_00044258",9474
"36549","TC1_40:bin_000073@contig_00044359",1895
"36550","TC1_40:bin_000073@contig_00044534",4057
"36551","TC1_40:bin_000073@contig_00044543",5183
"36552","TC1_40:bin_000073@contig_00044735",11688
"36553","TC1_40:bin_000073@contig_00044755",1716
"36554","TC1_40:bin_000073@contig_00044844",6624
"36555","TC1_40:bin_000073@contig_00045062",25006
"36556","TC1_40:bin_000073@contig_00045107",8507
"36557","TC1_40:bin_000073@contig_00045269",2155
"36558","TC1_40:bin_000073@contig_00045296",5042
"36559","TC1_40:bin_000073@contig_00045804",9331
"36560","TC1_40:bin_000073@contig_00045992",219910
"36561","TC1_40:bin_000073@contig_00046145",28931
"36562","TC1_40:bin_000073@contig_00046348",2661
"36563","TC1_40:bin_000073@contig_00046349",18990
"36564","TC1_40:bin_000073@contig_00046442",2418
"36565","TC1_40:bin_000073@contig_00047067",16759
"36566","TC1_40:bin_000073@contig_00047139",6281
"36567","TC1_40:bin_000073@contig_00047262",11407
"36568","TC1_40:bin_000073@contig_00047282",3461
"36569","TC1_40:bin_000073@contig_00047320",1960
"36570","TC1_40:bin_000073@contig_00047504",3519
"36571","TC1_40:bin_000073@contig_00047546",5165
"36572","TC1_40:bin_000073@contig_00047984",10390
"36573","TC1_40:bin_000073@contig_00048093",9869
"36574","TC1_40:bin_000073@contig_00048112",3077
"36575","TC1_40:bin_000073@contig_00048119",3452
"36576","TC1_40:bin_000073@contig_00048150",3264
"36577","TC1_40:bin_000073@contig_00048256",4103
"36578","TC1_40:bin_000073@contig_00048344",29700
"36579","TC1_40:bin_000073@contig_00048723",34505
"36580","TC1_40:bin_000073@contig_00048767",16915
"36581","TC1_40:bin_000073@contig_00048866",4081
"36582","TC1_40:bin_000073@contig_00049080",3102
"36583","TC1_40:bin_000073@contig_00049642",2920
"36584","TC1_40:bin_000073@contig_00049652",26896
"36585","TC1_40:bin_000073@contig_00049746",3810
"36586","TC1_40:bin_000073@contig_00049795",3863
"36587","TC1_40:bin_000073@contig_00049987",12899
"36588","TC1_40:bin_000073@contig_00050173",5620
"36589","TC1_40:bin_000073@contig_00050335",2643
"36590","TC1_40:bin_000073@contig_00050359",3202
"36591","TC1_40:bin_000073@contig_00050430",2455
"36592","TC1_40:bin_000073@contig_00050823",4389
"36593","TC1_40:bin_000073@contig_00051074",3554
"36594","TC1_40:bin_000073@contig_00051114",7126
"36595","TC1_40:bin_000073@contig_00051396",2845
"36596","TC1_40:bin_000073@contig_00051539",2875
"36597","TC1_40:bin_000073@contig_00051801",9268
"36598","TC1_40:bin_000073@contig_00051870",9509
"36599","TC1_40:bin_000073@contig_00051960",4883
"36600","TC1_40:bin_000073@contig_00052066",14404
"36601","TC1_40:bin_000073@contig_00052278",7086
"36602","TC1_40:bin_000073@contig_00052290",10237
"36603","TC1_40:bin_000073@contig_00052424",7009
"36604","TC1_40:bin_000073@contig_00052969",10692
"36605","TC1_40:bin_000073@contig_00053040",2611
"36606","TC1_40:bin_000073@contig_00053708",4374
"36607","TC1_40:bin_000073@contig_00054191",16930
"36608","TC1_40:bin_000073@contig_00054241",4409
"36609","TC1_40:bin_000073@contig_00054444",4314
"36610","TC1_40:bin_000073@contig_00054572",45831
"36611","TC1_40:bin_000073@contig_00054608",75725
"36612","TC1_40:bin_000073@contig_00054650",3261
"36613","TC1_40:bin_000073@contig_00054930",30447
"36614","TC1_40:bin_000073@contig_00054939",2763
"36615","TC1_40:bin_000073@contig_00054968",5393
"36616","TC1_40:bin_000073@contig_00055051",60410
"36617","TC1_40:bin_000073@contig_00055083",5812
"36618","TC1_40:bin_000073@contig_00055182",25464
"36619","TC1_40:bin_000073@contig_00055260",2665
"36620","TC1_40:bin_000073@contig_00055327",2697
"36621","TC1_40:bin_000073@contig_00055347",2013
"36622","TC1_40:bin_000073@contig_00055428",53917
"36623","TC1_40:bin_000073@contig_00055560",4210
"36624","TC1_40:bin_000073@contig_00055663",29553
"36625","TC1_40:bin_000073@contig_00055670",2988
"36626","TC1_40:bin_000073@contig_00055739",29996
"36627","TC1_40:bin_000073@contig_00055880",3913
"36628","TC1_40:bin_000073@contig_00055939",8462
"36629","TC1_40:bin_000073@contig_00055986",3007
"36630","TC1_40:bin_000073@contig_00056305",2853
"36631","TC1_40:bin_000073@contig_00056337",5891
"36632","TC1_40:bin_000073@contig_00056458",7215
"36633","TC1_40:bin_000073@contig_00056567",36065
"36634","TC1_40:bin_000073@contig_00056717",1792
"36635","TC1_40:bin_000073@contig_00056778",10737
"36636","TC1_40:bin_000073@contig_00057089",9776
"36637","TC1_40:bin_000073@contig_00057165",3421
"36638","TC1_40:bin_000073@contig_00057499",2282
"36639","TC1_40:bin_000073@contig_00057803",12007
"36640","TC1_40:bin_000073@contig_00058165",1915
"36641","TC1_40:bin_000073@contig_00058606",65689
"36642","TC1_40:bin_000073@contig_00058639",4990
"36643","TC1_40:bin_000073@contig_00058690",17191
"36644","TC1_40:bin_000073@contig_00058699",1639
"36645","TC1_40:bin_000073@contig_00058835",4096
"36646","TC1_40:bin_000073@contig_00058884",2740
"36647","TC1_40:bin_000073@contig_00058920",17405
"36648","TC1_40:bin_000073@contig_00059132",10099
"36649","TC1_40:bin_000073@contig_00059206",1530
"36650","TC1_40:bin_000073@contig_00059212",7781
"36651","TC1_40:bin_000073@contig_00059255",3078
"36652","TC1_40:bin_000073@contig_00059271",22161
"36653","TC1_40:bin_000073@contig_00059554",4645
"36654","TC1_40:bin_000073@contig_00059939",3732
"36655","TC1_40:bin_000073@contig_00060045",5411
"36656","TC1_40:bin_000073@contig_00060190",7264
"36657","TC1_40:bin_000073@contig_00060296",2595
"36658","TC1_40:bin_000073@contig_00060300",113326
"36659","TC1_40:bin_000073@contig_00060419",10052
"36660","TC1_40:bin_000073@contig_00060942",3739
"36661","TC1_40:bin_000073@contig_00061093",3510
"36662","TC1_40:bin_000073@contig_00061508",3627
"36663","TC1_40:bin_000073@contig_00061571",3604
"36664","TC1_40:bin_000073@contig_00061859",5027
"36665","TC1_40:bin_000073@contig_00062306",10961
"36666","TC1_40:bin_000073@contig_00062388",3139
"36667","TC1_40:bin_000073@contig_00062604",3244
"36668","TC1_40:bin_000073@contig_00062627",14831
"36669","TC1_40:bin_000073@contig_00062737",7017
"36670","TC1_40:bin_000073@contig_00062867",10754
"36671","TC1_40:bin_000073@contig_00063054",4496
"36672","TC1_40:bin_000073@contig_00063064",3357
"36673","TC1_40:bin_000073@contig_00063125",91603
"36674","TC1_40:bin_000073@contig_00063257",15423
"36675","TC1_40:bin_000073@contig_00063381",3598
"36676","TC1_40:bin_000073@contig_00063490",7085
"36677","TC1_40:bin_000073@contig_00063593",21307
"36678","TC1_40:bin_000073@contig_00063884",2103
"36679","TC1_40:bin_000073@contig_00063938",16829
"36680","TC1_40:bin_000073@contig_00064087",10914
"36681","TC1_40:bin_000073@contig_00064438",6070
"36682","TC1_40:bin_000073@contig_00064463",16021
"36683","TC1_40:bin_000073@contig_00064926",23046
"36684","TC1_40:bin_000073@contig_00065333",12456
"36685","TC1_40:bin_000073@contig_00065361",3662
"36686","TC1_40:bin_000073@contig_00065421",8610
"36687","TC1_40:bin_000073@contig_00065462",1503
"36688","TC1_40:bin_000073@contig_00065562",10455
"36689","TC1_40:bin_000073@contig_00065744",57499
"36690","TC1_40:bin_000073@contig_00065909",1552
"36691","TC1_40:bin_000073@contig_00065986",9215
"36692","TC1_40:bin_000073@contig_00066088",6812
"36693","TC1_40:bin_000073@contig_00066094",4242
"36694","TC1_40:bin_000073@contig_00066318",6104
"36695","TC1_40:bin_000073@contig_00066367",6296
"36696","TC1_40:bin_000073@contig_00066385",4112
"36697","TC1_40:bin_000073@contig_00066543",27755
"36698","TC1_40:bin_000073@contig_00066987",11384
"36699","TC1_40:bin_000073@contig_00067341",10621
"36700","TC1_40:bin_000073@contig_00067514",3162
"36701","TC1_40:bin_000073@contig_00067531",4836
"36702","TC1_40:bin_000073@contig_00067716",10825
"36703","TC1_40:bin_000073@contig_00067820",64517
"36704","TC1_40:bin_000073@contig_00067914",4835
"36705","TC1_40:bin_000073@contig_00068134",2701
"36706","TC1_40:bin_000073@contig_00068346",9985
"36707","TC1_40:bin_000073@contig_00068371",8301
"36708","TC1_40:bin_000073@contig_00068391",1727
"36709","TC1_40:bin_000073@contig_00068411",15619
"36710","TC1_40:bin_000073@contig_00068426",2838
"36711","TC1_40:bin_000073@contig_00068459",6627
"36712","TC1_40:bin_000073@contig_00068465",3096
"36713","TC1_40:bin_000073@contig_00068552",8730
"36714","TC1_40:bin_000073@contig_00068559",2021
"36715","TC1_40:bin_000073@contig_00068640",3051
"36716","TC1_40:bin_000073@contig_00068669",4249
"36717","TC1_40:bin_000073@contig_00068742",6127
"36718","TC1_40:bin_000073@contig_00068776",5478
"36719","TC1_40:bin_000073@contig_00068892",2502
"36720","TC1_40:bin_000073@contig_00069048",7443
"36721","TC1_40:bin_000073@contig_00069334",5046
"36722","TC1_40:bin_000073@contig_00069387",35756
"36723","TC1_40:bin_000073@contig_00069902",28667
"36724","TC1_40:bin_000073@contig_00069936",4483
"36725","TC1_40:bin_000073@contig_00070076",3523
"36726","TC1_40:bin_000073@contig_00070123",84459
"36727","TC1_40:bin_000073@contig_00070136",16054
"36728","TC1_40:bin_000073@contig_00070360",1893
"36729","TC1_40:bin_000073@contig_00070384",2027
"36730","TC1_40:bin_000073@contig_00070583",2757
"36731","TC1_40:bin_000073@contig_00070951",7450
"36732","TC1_40:bin_000073@contig_00070980",7969
"36733","TC1_40:bin_000073@contig_00070987",5852
"36734","TC1_40:bin_000073@contig_00071048",80049
"36735","TC1_40:bin_000073@contig_00071049",10563
"36736","TC1_40:bin_000073@contig_00071183",7518
"36737","TC1_40:bin_000073@contig_00071705",2864
"36738","TC1_40:bin_000073@contig_00071839",3712
"36739","TC1_40:bin_000073@contig_00071959",4879
